Date,ATVI,ADBE,AMD,ALXN,ALGN,GOOGL,GOOG,AMZN,AAL,AMGN,ADI,AAPL,AMAT,ASML,ADSK,ADP,BIDU,BIIB,BMRN,BKNG,AVGO,CDNS,CERN,CHTR,CHKP,CTAS,CSCO,CTXS,CTSH,CMCSA,COST,CSX,DLTR,EBAY,EA,EXPE,FB,FAST,FISV,FOXA,FOX,GILD,HAS,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,JD,KLAC,LRCX,LBTYK,LBTYA,LULU,MAR,MXIM,MELI,MCHP,MU,MSFT,MDLZ,MNST,MYL,NTAP,NTES,NFLX,NVDA,NXPI,ORLY,PCAR,PAYX,PYPL,PEP,QCOM,REGN,ROST,SIRI,SWKS,SBUX,SNPS,TTWO,TSLA,TXN,KHC,TMUS,ULTA,UAL,VRSN,VRSK,VRTX,WBA,WDC,WLTW,WDAY,WYNN,XEL,XLNX
2019-03-19,16098900,4257300,156052200,1005700,1455800,1489400,1520700,6364200,6824500,2268700,1944900,31646400,7134500,683400,2172900,1439800,1668100,1081900,1091400,499100,5155600,2383000,1759900,1205500,1094600,420700,20596400,2046300,2537300,16787000,1852300,4504800,2081100,14686900,6156800,1339900,25611500,1517000,5084200,10118500.0,2540200.0,6860800,566900,1051200,405100,840100,852800,18274800,1477200,559800,815300,12356500,1256100,2088400,2106400,1365000,1176500,2352400,1655200,687500,1707200,32407300,37588700,6252400,6599700,6807300,1843700,501200,7541400,21374300,1938400,431900,1369800,1541700,6965100,6751700,9363700,627900,2599400,22336500,1562600,7810700,1150000,2112300,11800600,3592100,10194500,4188100,1461900,2390400,1032900,856500,1556200,5880900,4750100,485300,2239400,1476400,2598700,2674100
2019-03-20,14270400,3732600,151292100,1702900,1245200,2075400,2227400,6265600,6250200,2378700,2640800,31035200,7772400,584100,1805700,1974900,2052600,993400,956100,389200,4126300,1807800,1778300,1194700,889900,466800,21140800,1767300,2161300,23337900,1499500,4782600,2119900,11905400,4824200,1122200,20211500,1882900,6127000,15683200.0,5147900.0,8408200,617500,768200,406900,936300,978700,24325300,1129000,653100,1067800,12752400,1301800,2067300,2260300,1350500,1267900,1927600,1316900,760800,1607400,41714400,28113300,6560100,9131600,5919400,3357400,664600,10917200,17978700,1699000,457100,1312000,1795800,6462900,5733500,8804800,479500,2182000,35866600,1953000,9512400,876900,2457600,6908200,3829400,10093500,3136200,933900,4660700,703000,604900,1213600,5171700,5415500,488200,1288800,1798500,2394400,2682900
2019-03-21,13972900,2359900,129610300,1729700,2020400,1407500,1204000,5767800,5725100,2292900,3724900,51034200,13135700,770100,1550300,1848300,2104500,21621700,1110900,400000,2737900,1998500,1366300,1100000,1463900,838300,20082700,1761800,4141700,17684000,1617000,2180300,1341600,10661100,9533400,890300,16223000,1231100,5076700,12751700.0,8865500.0,9069500,942900,916000,620000,758900,819200,19127200,1177000,512900,1074300,14343000,1484500,3103300,2589000,1210100,1672900,1710600,1684300,463400,1733200,84985400,29854400,6773900,11709700,5119000,2889300,707800,8544000,20607800,2413800,514500,1206400,1655900,7216700,4305600,19542700,880900,1520200,28305300,2500900,8044400,1325600,2874400,5947100,5772700,11186100,2329200,759100,2330500,502300,561900,1156500,3795200,14606200,555400,1032600,1465400,2244900,3839100
2019-03-22,11117700,3454000,115323300,1512000,1240400,1721100,1714200,6363000,7488900,3144700,2300200,42407700,9468300,937000,1858300,1659700,2264400,8490900,1009800,656100,2330700,1925100,1318500,5241900,758500,1549600,23938500,2085300,2711800,17030100,1873600,3324000,1423200,8449100,7158900,1219600,16389200,1700400,4052400,10898000.0,4902500.0,5911900,1100600,1159200,496200,1008900,1531900,21438400,1544900,562700,1079400,13944200,1593000,2204500,2364800,1140000,2644600,3400700,1343600,702900,2017300,46605600,33624500,6978800,8341000,5578300,2347700,493000,8661300,18691100,1987700,457900,2087900,2462900,7195000,6668100,10243500,552600,2318100,64391100,2198400,8022800,1372300,1850200,8745600,3773500,12098300,3265900,695000,3160000,432000,629300,1612300,4855400,8670800,651900,1367100,1706800,2899100,3047900
2019-03-25,6976900,2639300,78438200,1684000,1004400,1378800,1496800,5103800,5172000,2523700,2690800,43845300,6710200,1028700,1768900,1235200,1623400,5968600,1173100,559700,2387800,2123000,1212500,1365600,471500,1171600,18774900,2909900,1983700,15844100,1357100,2867800,1801200,5482100,3812400,1024500,12631200,1115900,2078800,9338900.0,4035100.0,7686800,653300,986700,398300,729400,846100,16971400,1525900,395200,1377100,14183100,872400,1273400,2174900,1163800,2539900,1493700,1752200,402400,1926300,34516000,27067100,5390300,6387900,6143800,1652400,668100,8473800,13130300,2364000,487200,1171300,1613900,5117700,4275400,6929600,431600,1610300,36740500,1814300,6453800,1144200,1777800,10215000,5479100,7663500,1972400,811900,4731400,492800,618300,1754500,4567200,4426500,513600,1109000,1262600,2622400,3914600
2019-03-26,9712000,3150100,75754100,1737700,629100,1537600,1901200,4865900,4583400,2359100,3310000,49800500,8138100,414800,1511400,1473900,1854800,6808300,932400,462400,2800900,1822300,1361700,1150200,600800,452100,17742700,3165800,2295500,11188300,1193000,2864900,1280400,7926700,4059300,2181400,15437900,929000,3296800,6287100.0,3350900.0,6332400,622400,1191900,327200,552800,892500,17724300,916900,391100,776400,17986900,1079900,1649900,1870500,1193400,3010800,1722600,1003900,489400,1301100,24689600,26097700,7059300,8288400,6004200,1684100,466900,7666500,17587700,1821000,435500,1230700,2509900,4498000,4583000,16051800,674800,1837800,37833000,1086700,7624000,1263000,2134900,7350900,3085500,7464000,2857200,847900,3061400,408400,576000,1373700,5582400,6381900,569100,920700,944000,2066300,2544300
2019-03-27,7813600,2521900,88585300,1106400,1242600,1471400,1400200,4324800,6406900,2022600,2621100,29848400,7737600,786700,1595400,1481400,2602400,4041500,652600,355500,2186200,1718700,999600,1372200,701800,388100,20447500,1772300,2040300,18266600,1351200,1988900,2594700,8223000,2900800,1860600,10620300,1117500,4381100,5578100.0,2871300.0,5919600,801700,1114700,375700,702100,972600,19656000,966800,477600,863400,20596600,1474300,1390500,4689400,1391500,5524400,1924900,1510300,634600,3455800,26856700,22733400,7400100,3716900,4802100,2852800,527400,7852400,11859300,3900900,424000,1021000,4368400,5450200,5318500,11934400,450800,2328600,29836400,1273500,7662700,1402000,1496600,8779200,4797200,8391900,4989700,724600,2371500,447800,1270900,1181200,5180900,8924400,629300,1265100,1425700,2263300,2101400
2019-03-28,8347800,2018000,64667500,1124900,1073800,1120100,1012400,3043000,6687200,1885600,2615200,20780400,8298300,312100,1483500,1412400,1712500,2856400,860100,417300,3303000,1478600,1378400,834200,495800,300100,13095000,2366100,2495800,10454400,1396700,3220500,1332500,9806800,2347100,1380400,10689200,1228000,2413500,5326200.0,2220600.0,5256000,778400,922300,341300,531700,855000,13607900,1285900,328300,681800,9747300,808500,1665600,2346000,1319800,14698300,1496300,1103600,553000,2993800,24584500,18334800,6416900,4523200,5558500,1880600,323500,4361000,12006600,3056100,436500,1159200,2184300,4459900,3694700,11064300,436300,1923200,21798900,945700,6709600,844800,1325000,6774100,5386400,6577200,5866500,667500,1563100,370900,1477700,1615200,5768300,5710600,607100,838100,1130300,3436600,2513600
2019-03-29,6643600,2097400,53502800,1240800,1182400,1544500,1269900,3320800,6980800,3189700,2777700,23564000,9221500,687400,1833400,2333900,2695100,2697200,871100,440100,2449300,1899100,1440200,1410800,722900,389000,19582300,2836700,4475300,21135700,1968000,3910400,1897400,8636400,3180800,1688800,13455500,1864400,4295200,5895300.0,2679200.0,9601400,1204400,1939900,420100,855900,1199800,18736100,1418300,507100,746100,22128200,1219600,1583000,2922000,1431800,7223700,2175100,1686300,389500,2613200,35716900,25399800,6701200,4901500,4364000,2643500,674700,4705600,11422400,3212800,797200,2320000,2738900,5625500,5758800,8529100,492300,2146800,30656300,1589700,9099500,1108500,2362700,5991300,4327700,8130000,5051900,526500,2449900,732600,979900,1274700,4993100,8326300,745400,1081400,2359700,5170300,4083000
2019-04-01,9233400,2970100,63000300,869900,966500,1385300,1252500,4238800,7438200,2660500,3445800,27862000,11731000,647500,3886200,2489500,4654900,3504200,920200,502400,2704000,2283800,1771100,1153100,783100,515600,19741700,3001000,3561900,14326000,1610200,4763600,1922400,6664100,2879200,2331600,10381500,2132000,2821600,5311200.0,4338400.0,5757300,925700,1295900,428500,948600,969500,17830400,1245700,580400,727100,25515800,1239900,1798700,3080300,1357200,3958200,1383400,1586000,648000,4111400,28073000,22789100,6196000,5337600,4094100,1966800,1030100,7036100,12095600,4016400,737700,2669500,1723500,6157200,5025700,12066500,496500,2556600,38541000,1278400,8108400,1392000,1779300,8110400,5349800,7969100,3808300,582300,2723200,630500,775700,1030000,6328600,6579500,802200,1223400,4497300,3267000,3872700
