,eventsData,firstTradeDate,currency,instrumentType,timeZone,prices,isPending,id
AAL,"{'dividends': {'2020-02-04': {'amount': 0.1, 'date': 1580826600, 'formatted_date': '2020-02-04'}}}","{'formatted_date': '2005-09-27', 'date': 1127808000}",USD,EQUITY,{'gmtOffset': -18000},"[{'date': 1578925800, 'high': 27.530000686645508, 'low': 27.15999984741211, 'open': 27.31999969482422, 'close': 27.389999389648438, 'volume': 5874400, 'adjclose': 27.289152145385742, 'formatted_date': '2020-01-13'}, {'date': 1579012200, 'high': 28.399999618530273, 'low': 27.350000381469727, 'open': 27.90999984741211, 'close': 27.530000686645508, 'volume': 8888900, 'adjclose': 27.428638458251953, 'formatted_date': '2020-01-14'}, {'date': 1579098600, 'high': 28.059999465942383, 'low': 27.31999969482422, 'open': 27.450000762939453, 'close': 27.579999923706055, 'volume': 5689900, 'adjclose': 27.478452682495117, 'formatted_date': '2020-01-15'}, {'date': 1579185000, 'high': 28.260000228881836, 'low': 27.760000228881836, 'open': 27.790000915527344, 'close': 28.229999542236328, 'volume': 6442800, 'adjclose': 28.126060485839844, 'formatted_date': '2020-01-16'}, {'date': 1579271400, 'high': 28.719999313354492, 'low': 28.059999465942383, 'open': 28.299999237060547, 'close': 28.399999618530273, 'volume': 7379400, 'adjclose': 28.295433044433594, 'formatted_date': '2020-01-17'}, {'date': 1579617000, 'high': 27.989999771118164, 'low': 27.049999237060547, 'open': 27.969999313354492, 'close': 27.200000762939453, 'volume': 16409400, 'adjclose': 27.099853515625, 'formatted_date': '2020-01-21'}, {'date': 1579703400, 'high': 27.90999984741211, 'low': 27.299999237060547, 'open': 27.510000228881836, 'close': 27.31999969482422, 'volume': 9852600, 'adjclose': 27.219409942626953, 'formatted_date': '2020-01-22'}, {'date': 1579789800, 'high': 28.989999771118164, 'low': 26.040000915527344, 'open': 27.389999389648438, 'close': 28.799999237060547, 'volume': 25611100, 'adjclose': 28.693960189819336, 'formatted_date': '2020-01-23'}, {'date': 1579876200, 'high': 28.860000610351562, 'low': 27.010000228881836, 'open': 28.850000381469727, 'close': 27.639999389648438, 'volume': 18067800, 'adjclose': 27.538230895996094, 'formatted_date': '2020-01-24'}, {'date': 1580135400, 'high': 26.600000381469727, 'low': 25.3700008392334, 'open': 26.56999969482422, 'close': 26.110000610351562, 'volume': 21573800, 'adjclose': 26.013866424560547, 'formatted_date': '2020-01-27'}, {'date': 1580221800, 'high': 27.1200008392334, 'low': 26.260000228881836, 'open': 26.360000610351562, 'close': 26.899999618530273, 'volume': 11939200, 'adjclose': 26.80095672607422, 'formatted_date': '2020-01-28'}, {'date': 1580308200, 'high': 27.489999771118164, 'low': 26.739999771118164, 'open': 26.8799991607666, 'close': 26.799999237060547, 'volume': 9088700, 'adjclose': 26.701324462890625, 'formatted_date': '2020-01-29'}, {'date': 1580394600, 'high': 27.790000915527344, 'low': 26.260000228881836, 'open': 26.299999237060547, 'close': 27.719999313354492, 'volume': 10685500, 'adjclose': 27.617937088012695, 'formatted_date': '2020-01-30'}, {'date': 1580481000, 'high': 27.520000457763672, 'low': 26.59000015258789, 'open': 27.5, 'close': 26.84000015258789, 'volume': 11027900, 'adjclose': 26.741178512573242, 'formatted_date': '2020-01-31'}, {'date': 1580740200, 'high': 27.670000076293945, 'low': 26.739999771118164, 'open': 26.93000030517578, 'close': 27.15999984741211, 'volume': 7631900, 'adjclose': 27.059999465942383, 'formatted_date': '2020-02-03'}, {'date': 1580826600, 'high': 28.610000610351562, 'low': 27.549999237060547, 'open': 27.68000030517578, 'close': 28.43000030517578, 'volume': 10832900, 'adjclose': 28.43000030517578, 'formatted_date': '2020-02-04'}, {'date': 1580913000, 'high': 29.239999771118164, 'low': 28.549999237060547, 'open': 28.959999084472656, 'close': 29.100000381469727, 'volume': 8959700, 'adjclose': 29.100000381469727, 'formatted_date': '2020-02-05'}, {'date': 1580999400, 'high': 29.450000762939453, 'low': 28.139999389648438, 'open': 29.260000228881836, 'close': 28.299999237060547, 'volume': 8335800, 'adjclose': 28.299999237060547, 'formatted_date': '2020-02-06'}, {'date': 1581085800, 'high': 28.549999237060547, 'low': 27.780000686645508, 'open': 28.059999465942383, 'close': 28.3799991607666, 'volume': 6231800, 'adjclose': 28.3799991607666, 'formatted_date': '2020-02-07'}, {'date': 1581345000, 'high': 28.809999465942383, 'low': 27.979999542236328, 'open': 28.190000534057617, 'close': 28.790000915527344, 'volume': 15134300, 'adjclose': 28.790000915527344, 'formatted_date': '2020-02-10'}, {'date': 1581431400, 'high': 29.940000534057617, 'low': 28.969999313354492, 'open': 29.059999465942383, 'close': 29.84000015258789, 'volume': 8972200, 'adjclose': 29.84000015258789, 'formatted_date': '2020-02-11'}]",,
AAPL,"{'dividends': {'2020-02-07': {'amount': 0.77, 'date': 1581085800, 'formatted_date': '2020-02-07'}}}","{'formatted_date': '1980-12-12', 'date': 345459600}",USD,EQUITY,{'gmtOffset': -18000},"[{'date': 1578925800, 'high': 317.07000732421875, 'low': 311.1499938964844, 'open': 311.6400146484375, 'close': 316.9599914550781, 'volume': 30383000, 'adjclose': 316.20953369140625, 'formatted_date': '2020-01-13'}, {'date': 1579012200, 'high': 317.57000732421875, 'low': 312.1700134277344, 'open': 316.70001220703125, 'close': 312.67999267578125, 'volume': 40488600, 'adjclose': 311.9396667480469, 'formatted_date': '2020-01-14'}, {'date': 1579098600, 'high': 315.5, 'low': 309.54998779296875, 'open': 311.8500061035156, 'close': 311.3399963378906, 'volume': 30480900, 'adjclose': 310.60284423828125, 'formatted_date': '2020-01-15'}, {'date': 1579185000, 'high': 315.70001220703125, 'low': 312.0899963378906, 'open': 313.5899963378906, 'close': 315.239990234375, 'volume': 27207300, 'adjclose': 314.49359130859375, 'formatted_date': '2020-01-16'}, {'date': 1579271400, 'high': 318.739990234375, 'low': 315.0, 'open': 316.2699890136719, 'close': 318.7300109863281, 'volume': 34454100, 'adjclose': 317.9753723144531, 'formatted_date': '2020-01-17'}, {'date': 1579617000, 'high': 319.0199890136719, 'low': 316.0, 'open': 317.19000244140625, 'close': 316.57000732421875, 'volume': 27710800, 'adjclose': 315.8204650878906, 'formatted_date': '2020-01-21'}, {'date': 1579703400, 'high': 319.989990234375, 'low': 317.30999755859375, 'open': 318.5799865722656, 'close': 317.70001220703125, 'volume': 25458100, 'adjclose': 316.94781494140625, 'formatted_date': '2020-01-22'}, {'date': 1579789800, 'high': 319.55999755859375, 'low': 315.6499938964844, 'open': 317.9200134277344, 'close': 319.2300109863281, 'volume': 26118000, 'adjclose': 318.47418212890625, 'formatted_date': '2020-01-23'}, {'date': 1579876200, 'high': 323.3299865722656, 'low': 317.5199890136719, 'open': 320.25, 'close': 318.30999755859375, 'volume': 36634400, 'adjclose': 317.55633544921875, 'formatted_date': '2020-01-24'}, {'date': 1580135400, 'high': 311.7699890136719, 'low': 304.8800048828125, 'open': 310.05999755859375, 'close': 308.95001220703125, 'volume': 40485000, 'adjclose': 308.218505859375, 'formatted_date': '2020-01-27'}, {'date': 1580221800, 'high': 318.3999938964844, 'low': 312.19000244140625, 'open': 312.6000061035156, 'close': 317.69000244140625, 'volume': 40558500, 'adjclose': 316.93780517578125, 'formatted_date': '2020-01-28'}, {'date': 1580308200, 'high': 327.8500061035156, 'low': 321.3800048828125, 'open': 324.45001220703125, 'close': 324.3399963378906, 'volume': 54057300, 'adjclose': 323.5720520019531, 'formatted_date': '2020-01-29'}, {'date': 1580394600, 'high': 324.0899963378906, 'low': 318.75, 'open': 320.5400085449219, 'close': 323.8699951171875, 'volume': 31685800, 'adjclose': 323.1031799316406, 'formatted_date': '2020-01-30'}, {'date': 1580481000, 'high': 322.67999267578125, 'low': 308.2900085449219, 'open': 320.92999267578125, 'close': 309.510009765625, 'volume': 49897100, 'adjclose': 308.7771911621094, 'formatted_date': '2020-01-31'}, {'date': 1580740200, 'high': 313.489990234375, 'low': 302.2200012207031, 'open': 304.29998779296875, 'close': 308.6600036621094, 'volume': 43496400, 'adjclose': 307.92919921875, 'formatted_date': '2020-02-03'}, {'date': 1580826600, 'high': 319.6400146484375, 'low': 313.6300048828125, 'open': 315.30999755859375, 'close': 318.8500061035156, 'volume': 34154100, 'adjclose': 318.0950622558594, 'formatted_date': '2020-02-04'}, {'date': 1580913000, 'high': 324.760009765625, 'low': 318.95001220703125, 'open': 323.5199890136719, 'close': 321.45001220703125, 'volume': 29706700, 'adjclose': 320.6889343261719, 'formatted_date': '2020-02-05'}, {'date': 1580999400, 'high': 325.2200012207031, 'low': 320.260009765625, 'open': 322.57000732421875, 'close': 325.2099914550781, 'volume': 26356400, 'adjclose': 324.44000244140625, 'formatted_date': '2020-02-06'}, {'date': 1581085800, 'high': 323.3999938964844, 'low': 318.0, 'open': 322.3699951171875, 'close': 320.0299987792969, 'volume': 29421000, 'adjclose': 320.0299987792969, 'formatted_date': '2020-02-07'}, {'date': 1581345000, 'high': 321.54998779296875, 'low': 313.8500061035156, 'open': 314.17999267578125, 'close': 321.54998779296875, 'volume': 27337200, 'adjclose': 321.54998779296875, 'formatted_date': '2020-02-10'}, {'date': 1581431400, 'high': 323.8999938964844, 'low': 318.7099914550781, 'open': 323.6000061035156, 'close': 319.6099853515625, 'volume': 23547100, 'adjclose': 319.6099853515625, 'formatted_date': '2020-02-11'}]",,
ADBE,{},"{'formatted_date': '1986-08-13', 'date': 524304000}",USD,EQUITY,{'gmtOffset': -18000},"[{'date': 1578925800, 'high': 345.7300109863281, 'low': 341.2200012207031, 'open': 341.5400085449219, 'close': 345.6300048828125, 'volume': 2069200, 'adjclose': 345.6300048828125, 'formatted_date': '2020-01-13'}, {'date': 1579012200, 'high': 347.2699890136719, 'low': 343.1499938964844, 'open': 347.010009765625, 'close': 344.6300048828125, 'volume': 2274400, 'adjclose': 344.6300048828125, 'formatted_date': '2020-01-14'}, {'date': 1579098600, 'high': 347.5, 'low': 342.4599914550781, 'open': 346.4200134277344, 'close': 342.94000244140625, 'volume': 2213300, 'adjclose': 342.94000244140625, 'formatted_date': '2020-01-15'}, {'date': 1579185000, 'high': 345.989990234375, 'low': 342.760009765625, 'open': 345.9800109863281, 'close': 345.3800048828125, 'volume': 2439600, 'adjclose': 345.3800048828125, 'formatted_date': '2020-01-16'}, {'date': 1579271400, 'high': 349.95001220703125, 'low': 346.3800048828125, 'open': 349.0, 'close': 349.739990234375, 'volume': 2536100, 'adjclose': 349.739990234375, 'formatted_date': '2020-01-17'}, {'date': 1579617000, 'high': 352.3699951171875, 'low': 345.6199951171875, 'open': 346.3699951171875, 'close': 350.0, 'volume': 2121200, 'adjclose': 350.0, 'formatted_date': '2020-01-21'}, {'date': 1579703400, 'high': 354.2799987792969, 'low': 349.9599914550781, 'open': 352.6000061035156, 'close': 350.05999755859375, 'volume': 1600300, 'adjclose': 350.05999755859375, 'formatted_date': '2020-01-22'}, {'date': 1579789800, 'high': 352.1600036621094, 'low': 347.8500061035156, 'open': 351.0199890136719, 'close': 351.760009765625, 'volume': 2084400, 'adjclose': 351.760009765625, 'formatted_date': '2020-01-23'}, {'date': 1579876200, 'high': 355.69000244140625, 'low': 349.20001220703125, 'open': 354.1000061035156, 'close': 351.3699951171875, 'volume': 1640200, 'adjclose': 351.3699951171875, 'formatted_date': '2020-01-24'}, {'date': 1580135400, 'high': 349.8999938964844, 'low': 340.3999938964844, 'open': 341.0400085449219, 'close': 346.8999938964844, 'volume': 2652000, 'adjclose': 346.8999938964844, 'formatted_date': '2020-01-27'}, {'date': 1580221800, 'high': 355.6600036621094, 'low': 347.1199951171875, 'open': 349.0, 'close': 354.6300048828125, 'volume': 2270800, 'adjclose': 354.6300048828125, 'formatted_date': '2020-01-28'}, {'date': 1580308200, 'high': 356.70001220703125, 'low': 351.3599853515625, 'open': 356.70001220703125, 'close': 351.6600036621094, 'volume': 1521300, 'adjclose': 351.6600036621094, 'formatted_date': '2020-01-29'}, {'date': 1580394600, 'high': 356.82000732421875, 'low': 349.69000244140625, 'open': 349.69000244140625, 'close': 356.739990234375, 'volume': 1834900, 'adjclose': 356.739990234375, 'formatted_date': '2020-01-30'}, {'date': 1580481000, 'high': 355.8399963378906, 'low': 348.29998779296875, 'open': 355.8399963378906, 'close': 351.1400146484375, 'volume': 3692900, 'adjclose': 351.1400146484375, 'formatted_date': '2020-01-31'}, {'date': 1580740200, 'high': 358.6700134277344, 'low': 352.2900085449219, 'open': 353.4100036621094, 'close': 358.0, 'volume': 2693800, 'adjclose': 358.0, 'formatted_date': '2020-02-03'}, {'date': 1580826600, 'high': 367.44000244140625, 'low': 360.45001220703125, 'open': 363.42999267578125, 'close': 366.739990234375, 'volume': 3053000, 'adjclose': 366.739990234375, 'formatted_date': '2020-02-04'}, {'date': 1580913000, 'high': 374.4800109863281, 'low': 362.30999755859375, 'open': 373.989990234375, 'close': 365.54998779296875, 'volume': 2463400, 'adjclose': 365.54998779296875, 'formatted_date': '2020-02-05'}, {'date': 1580999400, 'high': 368.25, 'low': 363.010009765625, 'open': 366.1600036621094, 'close': 367.4599914550781, 'volume': 2224500, 'adjclose': 367.4599914550781, 'formatted_date': '2020-02-06'}, {'date': 1581085800, 'high': 369.3399963378906, 'low': 364.3800048828125, 'open': 366.0, 'close': 366.0899963378906, 'volume': 2092700, 'adjclose': 366.0899963378906, 'formatted_date': '2020-02-07'}, {'date': 1581345000, 'high': 370.80999755859375, 'low': 365.2200012207031, 'open': 365.44000244140625, 'close': 370.0, 'volume': 2426800, 'adjclose': 370.0, 'formatted_date': '2020-02-10'}, {'date': 1581431400, 'high': 373.70001220703125, 'low': 367.25, 'open': 373.0299987792969, 'close': 369.2799987792969, 'volume': 2004700, 'adjclose': 369.2799987792969, 'formatted_date': '2020-02-11'}]",,
ADI,{},"{'formatted_date': '1980-03-17', 'date': 322131600}",USD,EQUITY,{'gmtOffset': -18000},"[{'date': 1578925800, 'high': 119.63999938964844, 'low': 118.22000122070312, 'open': 118.77999877929688, 'close': 119.05999755859375, 'volume': 1357600, 'adjclose': 119.05999755859375, 'formatted_date': '2020-01-13'}, {'date': 1579012200, 'high': 120.58999633789062, 'low': 118.69999694824219, 'open': 118.9800033569336, 'close': 119.52999877929688, 'volume': 1326800, 'adjclose': 119.52999877929688, 'formatted_date': '2020-01-14'}, {'date': 1579098600, 'high': 119.41000366210938, 'low': 117.2300033569336, 'open': 119.41000366210938, 'close': 117.51000213623047, 'volume': 1729200, 'adjclose': 117.51000213623047, 'formatted_date': '2020-01-15'}, {'date': 1579185000, 'high': 119.22000122070312, 'low': 118.01000213623047, 'open': 118.4800033569336, 'close': 119.12999725341797, 'volume': 1413600, 'adjclose': 119.12999725341797, 'formatted_date': '2020-01-16'}, {'date': 1579271400, 'high': 119.91999816894531, 'low': 119.0199966430664, 'open': 119.75, 'close': 119.47000122070312, 'volume': 2303300, 'adjclose': 119.47000122070312, 'formatted_date': '2020-01-17'}, {'date': 1579617000, 'high': 119.66999816894531, 'low': 118.0, 'open': 118.19000244140625, 'close': 119.30999755859375, 'volume': 2548400, 'adjclose': 119.30999755859375, 'formatted_date': '2020-01-21'}, {'date': 1579703400, 'high': 121.05000305175781, 'low': 119.27999877929688, 'open': 119.63999938964844, 'close': 120.41999816894531, 'volume': 1654700, 'adjclose': 120.41999816894531, 'formatted_date': '2020-01-22'}, {'date': 1579789800, 'high': 121.06999969482422, 'low': 118.8499984741211, 'open': 120.41999816894531, 'close': 120.86000061035156, 'volume': 2170200, 'adjclose': 120.86000061035156, 'formatted_date': '2020-01-23'}, {'date': 1579876200, 'high': 122.19999694824219, 'low': 116.9000015258789, 'open': 121.77999877929688, 'close': 117.56999969482422, 'volume': 1972200, 'adjclose': 117.56999969482422, 'formatted_date': '2020-01-24'}, {'date': 1580135400, 'high': 114.9800033569336, 'low': 112.19999694824219, 'open': 114.6500015258789, 'close': 112.20999908447266, 'volume': 2737800, 'adjclose': 112.20999908447266, 'formatted_date': '2020-01-27'}, {'date': 1580221800, 'high': 114.58999633789062, 'low': 113.05000305175781, 'open': 114.02999877929688, 'close': 114.30999755859375, 'volume': 2670500, 'adjclose': 114.30999755859375, 'formatted_date': '2020-01-28'}, {'date': 1580308200, 'high': 114.47000122070312, 'low': 112.5999984741211, 'open': 114.30999755859375, 'close': 113.2300033569336, 'volume': 3500900, 'adjclose': 113.2300033569336, 'formatted_date': '2020-01-29'}, {'date': 1580394600, 'high': 113.5, 'low': 110.95999908447266, 'open': 112.2300033569336, 'close': 112.37000274658203, 'volume': 2761000, 'adjclose': 112.37000274658203, 'formatted_date': '2020-01-30'}, {'date': 1580481000, 'high': 111.72000122070312, 'low': 109.19999694824219, 'open': 111.66000366210938, 'close': 109.75, 'volume': 3245400, 'adjclose': 109.75, 'formatted_date': '2020-01-31'}, {'date': 1580740200, 'high': 111.61000061035156, 'low': 109.55000305175781, 'open': 110.69999694824219, 'close': 110.0, 'volume': 2134800, 'adjclose': 110.0, 'formatted_date': '2020-02-03'}, {'date': 1580826600, 'high': 113.37999725341797, 'low': 111.62000274658203, 'open': 112.26000213623047, 'close': 112.45999908447266, 'volume': 2249800, 'adjclose': 112.45999908447266, 'formatted_date': '2020-02-04'}, {'date': 1580913000, 'high': 117.05999755859375, 'low': 114.11000061035156, 'open': 115.08000183105469, 'close': 116.68000030517578, 'volume': 2192400, 'adjclose': 116.68000030517578, 'formatted_date': '2020-02-05'}, {'date': 1580999400, 'high': 117.19000244140625, 'low': 115.3499984741211, 'open': 116.94000244140625, 'close': 115.79000091552734, 'volume': 1398100, 'adjclose': 115.79000091552734, 'formatted_date': '2020-02-06'}, {'date': 1581085800, 'high': 115.13999938964844, 'low': 112.11000061035156, 'open': 115.0, 'close': 112.2699966430664, 'volume': 1663800, 'adjclose': 112.2699966430664, 'formatted_date': '2020-02-07'}, {'date': 1581345000, 'high': 112.9000015258789, 'low': 110.44999694824219, 'open': 110.91000366210938, 'close': 112.9000015258789, 'volume': 1813900, 'adjclose': 112.9000015258789, 'formatted_date': '2020-02-10'}, {'date': 1581431400, 'high': 117.7699966430664, 'low': 113.44999694824219, 'open': 113.44999694824219, 'close': 116.87999725341797, 'volume': 2765500, 'adjclose': 116.87999725341797, 'formatted_date': '2020-02-11'}]",,
ADP,{},"{'formatted_date': '1980-03-17', 'date': 322131600}",USD,EQUITY,{'gmtOffset': -18000},"[{'date': 1578925800, 'high': 172.47000122070312, 'low': 171.10000610351562, 'open': 171.52000427246094, 'close': 172.36000061035156, 'volume': 926700, 'adjclose': 172.36000061035156, 'formatted_date': '2020-01-13'}, {'date': 1579012200, 'high': 172.35000610351562, 'low': 170.5, 'open': 172.1199951171875, 'close': 171.22999572753906, 'volume': 1688100, 'adjclose': 171.22999572753906, 'formatted_date': '2020-01-14'}, {'date': 1579098600, 'high': 174.49000549316406, 'low': 171.80999755859375, 'open': 172.07000732421875, 'close': 172.80999755859375, 'volume': 2114600, 'adjclose': 172.80999755859375, 'formatted_date': '2020-01-15'}, {'date': 1579185000, 'high': 174.94000244140625, 'low': 172.94000244140625, 'open': 173.86000061035156, 'close': 174.8800048828125, 'volume': 2281200, 'adjclose': 174.8800048828125, 'formatted_date': '2020-01-16'}, {'date': 1579271400, 'high': 176.91000366210938, 'low': 175.10000610351562, 'open': 176.02999877929688, 'close': 176.8699951171875, 'volume': 2818200, 'adjclose': 176.8699951171875, 'formatted_date': '2020-01-17'}, {'date': 1579617000, 'high': 177.60000610351562, 'low': 174.9499969482422, 'open': 174.9499969482422, 'close': 176.1999969482422, 'volume': 2016400, 'adjclose': 176.1999969482422, 'formatted_date': '2020-01-21'}, {'date': 1579703400, 'high': 179.88999938964844, 'low': 177.19000244140625, 'open': 178.32000732421875, 'close': 178.3300018310547, 'volume': 2060100, 'adjclose': 178.3300018310547, 'formatted_date': '2020-01-22'}, {'date': 1579789800, 'high': 178.4600067138672, 'low': 177.00999450683594, 'open': 177.77000427246094, 'close': 177.8300018310547, 'volume': 1520300, 'adjclose': 177.8300018310547, 'formatted_date': '2020-01-23'}, {'date': 1579876200, 'high': 178.92999267578125, 'low': 176.17999267578125, 'open': 178.8300018310547, 'close': 177.2100067138672, 'volume': 1676700, 'adjclose': 177.2100067138672, 'formatted_date': '2020-01-24'}, {'date': 1580135400, 'high': 176.6300048828125, 'low': 174.49000549316406, 'open': 175.19000244140625, 'close': 175.74000549316406, 'volume': 1622500, 'adjclose': 175.74000549316406, 'formatted_date': '2020-01-27'}, {'date': 1580221800, 'high': 178.9600067138672, 'low': 175.89999389648438, 'open': 176.02999877929688, 'close': 178.3000030517578, 'volume': 1642000, 'adjclose': 178.3000030517578, 'formatted_date': '2020-01-28'}, {'date': 1580308200, 'high': 174.27999877929688, 'low': 170.94000244140625, 'open': 171.85000610351562, 'close': 171.0399932861328, 'volume': 3842800, 'adjclose': 171.0399932861328, 'formatted_date': '2020-01-29'}, {'date': 1580394600, 'high': 175.0800018310547, 'low': 168.33999633789062, 'open': 168.9600067138672, 'close': 175.00999450683594, 'volume': 2731700, 'adjclose': 175.00999450683594, 'formatted_date': '2020-01-30'}, {'date': 1580481000, 'high': 175.44000244140625, 'low': 170.83999633789062, 'open': 174.5, 'close': 171.38999938964844, 'volume': 3316700, 'adjclose': 171.38999938964844, 'formatted_date': '2020-01-31'}, {'date': 1580740200, 'high': 175.1699981689453, 'low': 173.0, 'open': 173.8800048828125, 'close': 173.94000244140625, 'volume': 2162800, 'adjclose': 173.94000244140625, 'formatted_date': '2020-02-03'}, {'date': 1580826600, 'high': 178.07000732421875, 'low': 174.8000030517578, 'open': 176.6699981689453, 'close': 175.9199981689453, 'volume': 3423400, 'adjclose': 175.9199981689453, 'formatted_date': '2020-02-04'}, {'date': 1580913000, 'high': 179.00999450683594, 'low': 176.80999755859375, 'open': 178.3699951171875, 'close': 178.6199951171875, 'volume': 2675200, 'adjclose': 178.6199951171875, 'formatted_date': '2020-02-05'}, {'date': 1580999400, 'high': 180.47000122070312, 'low': 178.8000030517578, 'open': 179.75, 'close': 180.25999450683594, 'volume': 1600800, 'adjclose': 180.25999450683594, 'formatted_date': '2020-02-06'}, {'date': 1581085800, 'high': 179.89999389648438, 'low': 178.49000549316406, 'open': 179.77999877929688, 'close': 179.10000610351562, 'volume': 2311500, 'adjclose': 179.10000610351562, 'formatted_date': '2020-02-07'}, {'date': 1581345000, 'high': 179.82000732421875, 'low': 178.30999755859375, 'open': 178.66000366210938, 'close': 179.36000061035156, 'volume': 2153800, 'adjclose': 179.36000061035156, 'formatted_date': '2020-02-10'}, {'date': 1581431400, 'high': 180.25, 'low': 177.7899932861328, 'open': 180.25, 'close': 177.97000122070312, 'volume': 1584200, 'adjclose': 177.97000122070312, 'formatted_date': '2020-02-11'}]",,
ADSK,{},"{'formatted_date': '1985-06-28', 'date': 488793600}",USD,EQUITY,{'gmtOffset': -18000},"[{'date': 1578925800, 'high': 193.3699951171875, 'low': 190.0, 'open': 190.0, 'close': 192.4499969482422, 'volume': 1454200, 'adjclose': 192.4499969482422, 'formatted_date': '2020-01-13'}, {'date': 1579012200, 'high': 193.1300048828125, 'low': 190.6300048828125, 'open': 192.25, 'close': 191.11000061035156, 'volume': 1146500, 'adjclose': 191.11000061035156, 'formatted_date': '2020-01-14'}, {'date': 1579098600, 'high': 192.1699981689453, 'low': 190.00999450683594, 'open': 190.94000244140625, 'close': 190.7899932861328, 'volume': 1444000, 'adjclose': 190.7899932861328, 'formatted_date': '2020-01-15'}, {'date': 1579185000, 'high': 193.1199951171875, 'low': 191.5, 'open': 192.50999450683594, 'close': 192.5, 'volume': 2195900, 'adjclose': 192.5, 'formatted_date': '2020-01-16'}, {'date': 1579271400, 'high': 194.24000549316406, 'low': 191.30999755859375, 'open': 192.3800048828125, 'close': 193.35000610351562, 'volume': 2384900, 'adjclose': 193.35000610351562, 'formatted_date': '2020-01-17'}, {'date': 1579617000, 'high': 197.5500030517578, 'low': 193.6999969482422, 'open': 194.00999450683594, 'close': 195.83999633789062, 'volume': 1455400, 'adjclose': 195.83999633789062, 'formatted_date': '2020-01-21'}, {'date': 1579703400, 'high': 198.72000122070312, 'low': 194.6199951171875, 'open': 197.47000122070312, 'close': 194.72999572753906, 'volume': 1068600, 'adjclose': 194.72999572753906, 'formatted_date': '2020-01-22'}, {'date': 1579789800, 'high': 198.91000366210938, 'low': 193.75999450683594, 'open': 195.38999938964844, 'close': 198.60000610351562, 'volume': 1687300, 'adjclose': 198.60000610351562, 'formatted_date': '2020-01-23'}, {'date': 1579876200, 'high': 200.89999389648438, 'low': 197.91000366210938, 'open': 199.42999267578125, 'close': 199.19000244140625, 'volume': 2437200, 'adjclose': 199.19000244140625, 'formatted_date': '2020-01-24'}, {'date': 1580135400, 'high': 197.14999389648438, 'low': 192.9600067138672, 'open': 195.77000427246094, 'close': 195.8699951171875, 'volume': 1837800, 'adjclose': 195.8699951171875, 'formatted_date': '2020-01-27'}, {'date': 1580221800, 'high': 200.42999267578125, 'low': 195.67999267578125, 'open': 196.25999450683594, 'close': 200.02999877929688, 'volume': 1270100, 'adjclose': 200.02999877929688, 'formatted_date': '2020-01-28'}, {'date': 1580308200, 'high': 201.57000732421875, 'low': 198.86000061035156, 'open': 200.9199981689453, 'close': 199.74000549316406, 'volume': 838200, 'adjclose': 199.74000549316406, 'formatted_date': '2020-01-29'}, {'date': 1580394600, 'high': 200.83999633789062, 'low': 196.97999572753906, 'open': 198.4199981689453, 'close': 198.99000549316406, 'volume': 1520900, 'adjclose': 198.99000549316406, 'formatted_date': '2020-01-30'}, {'date': 1580481000, 'high': 199.32000732421875, 'low': 193.30999755859375, 'open': 198.77000427246094, 'close': 196.85000610351562, 'volume': 1616600, 'adjclose': 196.85000610351562, 'formatted_date': '2020-01-31'}, {'date': 1580740200, 'high': 199.94000244140625, 'low': 197.77999877929688, 'open': 197.86000061035156, 'close': 199.25999450683594, 'volume': 888300, 'adjclose': 199.25999450683594, 'formatted_date': '2020-02-03'}, {'date': 1580826600, 'high': 204.19000244140625, 'low': 200.50999450683594, 'open': 202.0, 'close': 203.94000244140625, 'volume': 1093300, 'adjclose': 203.94000244140625, 'formatted_date': '2020-02-04'}, {'date': 1580913000, 'high': 207.19000244140625, 'low': 200.7899932861328, 'open': 206.72000122070312, 'close': 202.0800018310547, 'volume': 1366500, 'adjclose': 202.0800018310547, 'formatted_date': '2020-02-05'}, {'date': 1580999400, 'high': 206.9199981689453, 'low': 202.4600067138672, 'open': 203.6199951171875, 'close': 206.0, 'volume': 1326000, 'adjclose': 206.0, 'formatted_date': '2020-02-06'}, {'date': 1581085800, 'high': 210.1300048828125, 'low': 204.63999938964844, 'open': 205.5800018310547, 'close': 207.00999450683594, 'volume': 1410200, 'adjclose': 207.00999450683594, 'formatted_date': '2020-02-07'}, {'date': 1581345000, 'high': 207.75999450683594, 'low': 205.33999633789062, 'open': 207.24000549316406, 'close': 206.10000610351562, 'volume': 1557000, 'adjclose': 206.10000610351562, 'formatted_date': '2020-02-10'}, {'date': 1581431400, 'high': 207.99000549316406, 'low': 204.52000427246094, 'open': 207.35000610351562, 'close': 205.8000030517578, 'volume': 1289700, 'adjclose': 205.8000030517578, 'formatted_date': '2020-02-11'}]",,
